8.6905;56.9549;43fdad1a-454a-4b3d-8cf0-00121bef9b90;1
12.2918;55.5836;646b0c45-4b0f-4f0b-92c5-00308da10bdc;2
12.1158;55.5437;00ef432a-f1ec-4637-ac54-0030a54fc4e9;3
12.5143;55.6678;6238847f-9499-49f8-bb14-0035272db4b3;2
9.231;55.5962;2487bb04-fa6f-4b51-b480-003912c44f05;2
9.7958;55.8276;6e5f1c12-8d91-474e-bf70-004771788c38;2
8.5048;56.1272;eb336d0c-ee81-4cd8-980c-00574b6c5621;3
12.5202;55.9585;7b323043-988b-4a49-84cb-0059ec587f13;3
9.0537;55.3655;e34efc24-d9c2-44e1-84f7-006506d9fc54;2
9.8107;56.1491;f335f34d-f131-432a-bbf7-0065d41a18e1;3
12.5745;56.0241;b8d6fb1f-b1c3-4fcb-bdda-006dfcc7fe51;1
14.796;55.2391;dc15ca1c-5022-4c0c-bb3f-00a1d6d44c03;3
9.6956;55.5383;efa13c85-622f-4ce5-9a9c-00a350c17323;3
12.1968;55.4703;ff48af8a-0330-4781-947b-00a6902ca131;2
9.5689;56.1884;063b1622-e635-4404-9144-00a8e4a8ebb2;1
9.8006;56.65;222f9459-7b83-459e-9292-00a90f4c2730;1
10.5059;57.3335;1f80c0e2-2e9c-470c-9bfb-00b352ca8268;3
11.4849;54.8328;f51e4354-872a-4700-b9a6-00da7bb2e2e7;2
10.4002;55.3551;be806d20-a151-456a-8254-00dc3a236837;2
11.6461;55.1929;5a0eeaa3-a00c-48fb-b89e-00debfeb9000;3
12.5624;55.7107;ffa1a202-257f-43c6-b01d-00e27d52a672;3
12.4834;55.6311;77f59d65-4918-4951-9435-0101725655f9;3
9.0439;55.2861;dbb086c9-db90-44fc-ad40-010faae611be;2
11.8118;55.4441;6e649889-9b7c-4bde-a2f1-0134e586e931;2
9.6508;54.9044;52b10758-537a-41e2-94ee-013bdff89f89;2
12.5618;55.6732;8ac24340-a9ca-47a6-9751-013d1b32e661;2
10.5093;57.3601;e478f8a9-0c30-4c47-b4af-0142c71cbd8f;3
12.4023;55.9641;f4c0c704-13da-4945-aae6-015673a23c0e;3
11.529;54.7768;1d67c757-7d46-4d2c-ac13-016330a8313b;3
10.7927;54.9563;1787b1fc-386c-45c3-a9ce-0172b748ad66;1
12.5357;55.7045;4ff23e54-e35b-42e0-89a7-0173229deadd;3
9.0131;56.5501;306a68d7-efa8-4930-a297-01740fbbb560;2
8.1262;56.5278;abafe396-16e0-4ef5-8211-017a654a8118;1
9.5044;55.7082;0cf0901d-1acd-4d90-9dcf-01981320fbbd;2
12.5209;55.7811;0fee27f1-4d75-4514-8940-01b497f35a71;3
10.5826;57.7225;f36cd9db-e8ec-4575-8fd1-01bf8a7c35ae;1
9.4236;55.7549;301d5688-2b5f-4268-9596-01c2b6491565;3
9.5964;55.7228;faa1a182-cb95-4a90-aff1-01ca69405653;2
8.1811;56.1284;03594ca6-5fb0-4ff0-8770-01e820745098;2
9.4996;56.8016;75ae0646-0a43-482c-9591-0205b1f72ce9;3
9.487;55.4849;def1763f-569a-4920-aabb-0205f53cbe21;2
11.8172;55.2862;7ecbce35-c04f-4822-a930-020ff33f85ea;3
12.6216;55.6325;c3e625c0-ce9c-415a-96de-021f270fc096;3
8.4498;55.4997;eee99974-7d04-42e3-bb1f-022cc9348e2e;2
9.7639;55.5596;563e651c-1e30-423a-9d21-022ec67d502d;3
9.9641;57.2526;b744d240-e435-4cf3-b846-022ffc79a0c2;1
12.4756;55.6508;37980eed-b4b5-4d4b-81d4-02518d38dd90;1
9.2665;55.9107;567c78f2-431b-4193-8717-025e315c24ef;2
10.3894;55.4138;2bf056e2-5cbf-4b13-b19b-026f63116a29;3
10.0169;56.8799;5307ea9e-d909-47f1-83dd-02790940b19d;3
9.6033;55.7255;e0693b0b-4f5d-4cdc-95ae-0299797817ce;3
12.5338;55.7255;d4e735fe-9258-4a9a-855f-02bd7e42a8ca;3
