-179.167289;-38.644235;99b205da-c0e3-4496-b553-ad80ff957878;Type0
173.319509;-39.007709;feae9c2a-d16a-476b-9f5f-27ba040e49bd;Type1
174.695883;-38.986534;45b01c51-f5f8-4347-b936-8167d7f54a12;Type2
178.722426;-41.760612;ed5f2f44-20f7-4ec3-856a-78d318d84435;Type3
175.706872;-40.539838;ea77ceed-f184-4f79-abba-984caffe54e4;Type4
172.990945;-43.503622;d17d8985-37e2-46bd-b2e9-25faea5a9a47;Type5
174.905157;-38.962499;1911d712-ce68-4518-bd5a-b911ffe8a5a1;Type6
-179.037546;-38.892535;e93d40e5-f32d-4029-a7dd-96baab4c3ade;Type7
178.027649;-39.69938;756cc959-748f-4c97-8994-d3835ecea292;Type8
177.378902;-39.850017;e1396d98-da26-46d6-bab4-18c2c6e7dfe6;Type9
174.293321;-44.474625;eeafa30a-e91d-422c-aa2d-cc28ff18ae27;Type10
174.931297;-43.724553;ec01b98d-1dd1-46a3-9a78-f1252929976a;Type11
178.306047;-44.611623;e4ef62a1-3b62-48dd-899f-94d064839859;Type12
177.760893;-44.293008;4205fd9b-1ba1-4529-a1e7-46919a9d1a49;Type13
172.56043;-41.800344;23e670af-7dfe-4a1a-a1f1-bc229aab528e;Type14
-178.053461;-46.699427;3dd78fc2-2db0-41b9-9a7b-4e84a9e9412a;Type15
172.877002;-47.667706;9f497d50-6065-4e1e-af9c-c0f46290fb31;Type16
179.011831;-39.155704;4777b232-1812-4042-b128-3aab966242f2;Type17
172.280006;-43.260108;f8bb59ef-b8c2-47b5-8bc3-7f5965158a36;Type18
176.885022;-39.120388;1d6f1a4e-dbd1-4ae0-9d29-b86d34ac9415;Type19
174.384235;-40.306525;c2a47943-6665-4ad2-84e5-a9956bf5ff84;Type20
178.872182;-39.013368;0d0ff4d2-014e-4ac0-8500-82d45c502e00;Type21
174.74272;-41.00336;1dfd16f2-bacc-4e42-ab67-0ef8c5d6b0af;Type22
-179.68427;-46.938616;6580f950-9404-4533-8743-1cf8fd50ea0d;Type23
-178.549416;-47.596957;d2f11917-fb79-4787-b37d-16133fac93c9;Type24
179.090785;-41.095489;97f0f00c-60e2-47f6-8405-4b09599387a6;Type25
174.888248;-46.636729;a891200b-fe3b-4e78-bf73-bd5c9a0a5f3b;Type26
179.062444;-39.967991;e92d3d83-3cda-4851-9dc4-40834e60c88b;Type27
178.060994;-43.442736;6fd1444b-5aaf-45ec-876d-8990f2944827;Type28
174.70742;-40.068868;309a4299-3c5e-414b-b3b9-597941e6fab8;Type29
172.478495;-39.011109;7ea8399d-9e90-4b3b-9bb2-65e9e93d2bef;Type30
178.899732;-47.47723;9db483b6-0e2c-4229-b18a-c76b5adecf1b;Type31
176.549838;-45.593701;eb0ab3ca-cf7a-4087-8861-f168c99ef694;Type32
-179.839501;-47.341349;9d788ccc-fe66-4f13-966a-6168a8c57068;Type33
174.095634;-43.93914;126a379f-085c-4ec3-804c-c28b7d98be45;Type34
-179.979386;-43.777438;b2d6eddc-07a3-49b4-b9e5-8dfbba9e0401;Type35
175.264961;-40.851962;ec836a19-b4c8-4926-9193-4a8055cecd77;Type36
173.14114;-40.314573;6de403ba-8b91-4134-a2c3-c27ce79c1ad3;Type37
179.403265;-44.693311;aae0accb-8122-4f0e-a558-eb20369c304b;Type38
172.645657;-42.065343;1df7fc06-832a-4a06-bc86-111ba4dd43f7;Type39
177.391262;-42.755337;aaf36a60-b692-4b11-a601-d45a12e155c9;Type40
178.749073;-42.64215;0b9ef85a-2724-4e4c-aec1-db9379d37567;Type41
176.209788;-44.344081;01a9d7aa-d551-439f-9e06-72bd6a676b01;Type42
179.444046;-39.416731;9334f50a-4b05-4a79-b455-f87dad903444;Type43
173.781852;-45.155007;1d12039c-f5a6-44c6-b4af-58d233bfac80;Type44
